time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Plot,Plot,Plot,Plot,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
21-04-2016,7953.6499,7978.4502,7884.1001,7912.0498,7924.8667,7924.8667,7924.8667,7700.156333,7587.147326,7624.907058,7769.915765,230576996,215378151,67.4744669,60.49660018,NaN,NaN,NaN,NaN,NaN,NaN,18.99084291,104.7881695,85.79732663,85.61516776,91.97703327
22-04-2016,7891.7998,7923.3501,7873.3501,7899.2998,7898.666667,7898.666667,7898.666667,7719.122378,7599.388599,7630.340578,7771.203168,188988998,212591250.6,66.32210023,60.63945719,NaN,NaN,NaN,NaN,NaN,NaN,17.49067415,107.6606693,90.16999517,82.85303664,86.74847067
25-04-2016,7894.7998,7911,7827,7855.0498,7864.349933,7864.349933,7864.349933,7732.067846,7609.414529,7634.790266,7772.037463,150777004,209987450.5,62.34263981,60.48837091,NaN,NaN,NaN,NaN,NaN,NaN,11.98751314,105.1543866,93.16687345,73.26681688,80.57834043
26-04-2016,7828.1499,7974.5,7822.5498,7962.6499,7919.8999,7919.8999,7919.8999,7754.028042,7623.266896,7641.282536,7773.934104,208657007,209652500.9,67.45614802,60.84729756,NaN,NaN,NaN,NaN,NaN,NaN,13.92723559,110.5759179,96.64868235,96.5770588,84.23230411
27-04-2016,7942,7991,7940.5498,7979.8999,7970.483233,7970.483233,7970.483233,7775.539647,7637.252504,7647.98783,7775.983515,213173993,210021450.6,68.20162648,61.10493171,NaN,NaN,NaN,NaN,68.20162648,NaN,14.63265445,114.9395004,100.306846,97.6589471,89.16760759
28-04-2016,7967.3999,7992,7834.4502,7847.25,7891.2334,7891.2334,7891.2334,7782.369205,7645.4877,7651.933615,7776.692634,301484999,212600450.3,57.32671542,61.38948821,NaN,NaN,NaN,NaN,NaN,NaN,4.927844309,106.4666513,101.538807,69.53592961,87.9239785
29-04-2016,7844.25,7889.0498,7788.7002,7849.7998,7842.5166,7842.516686,7842.516514,7788.791166,7653.499939,7655.851758,7777.420069,251226997,213987150.3,57.46710658,61.63986846,NaN,NaN,NaN,NaN,NaN,NaN,-2.176256058,98.81848697,100.994743,70.07256026,79.08914565
02-05-2016,7822.7002,7829.7998,7777.2998,7805.8999,7804.333167,7804.333253,7804.33308,7790.420569,7659.476408,7658.823008,7777.70345,150817997,209535850.1,54.16318305,61.96270819,NaN,NaN,NaN,NaN,NaN,NaN,-10.23722445,88.19821246,98.43543691,60.83339174,66.81396053
03-05-2016,7824.7998,7890.25,7735.1499,7747,7790.799967,7790.799967,7790.799967,7786.285277,7662.908706,7660.569087,7777.397943,192271008,199553700.7,50.00892133,61.94930675,NaN,NaN,NaN,NaN,NaN,NaN,-19.40930216,74.17380921,93.58311137,48.43732473,59.78109224
04-05-2016,7724.1499,7749,7697.25,7706.5498,7717.599933,7717.599933,7717.599933,7778.691422,7664.620121,7661.479596,7776.692986,205938999,200372050.4,47.32440743,61.2611999,NaN,NaN,47.32440743,NaN,NaN,NaN,-27.57533171,59.11394673,86.68927844,13.14459551,40.80510399
05-05-2016,7731,7777.5498,7706.8501,7735.5,7739.966633,7739.966755,7739.966511,7774.577953,7667.399724,7662.945347,7776.283106,190793007,201897800.5,49.41724826,60.58387918,NaN,NaN,NaN,NaN,NaN,NaN,-30.19089185,48.95066363,79.14155548,12.97709924,24.85300649
06-05-2016,7717.6499,7738.8999,7678.3501,7733.4502,7716.900067,7716.900153,7716.89998,7770.661025,7669.989939,7664.341483,7775.856908,168662008,199824551.2,49.26799074,59.4415915,NaN,NaN,NaN,NaN,NaN,NaN,-31.09994974,40.26661831,71.36656805,17.56738963,14.56302812
09-05-2016,7755.25,7873.6499,7753.5498,7866.0498,7831.083167,7831.083167,7831.083167,7779.74567,7677.678561,7668.335707,7776.75435,165616992,199572700.4,58.08703397,58.75467141,NaN,NaN,NaN,NaN,NaN,NaN,-22.22785753,43.58174613,65.80960366,59.84369834,30.12939573
10-05-2016,7873.5498,7896.8999,7837.7002,7887.7998,7874.1333,7874.1333,7874.1333,7790.036539,7685.91861,7672.68153,7777.859279,166957007,195836350.5,59.33572272,58.15680792,NaN,NaN,NaN,NaN,59.33572272,NaN,-14.71372041,47.41745315,62.13117356,66.77818166,48.06308988
11-05-2016,7804.6499,7893.1001,7780.8999,7848.8501,7840.950033,7840.950033,7840.950033,7795.637831,7692.30808,7676.170017,7778.565656,220711993,199481149.9,56.11176547,57.34518639,NaN,NaN,NaN,NaN,NaN,NaN,-12.2848042,46.77516831,59.05997251,54.3599727,60.32728423
12-05-2016,7871.4502,7916.0498,7849.6499,7900.3999,7888.699867,7888.700016,7888.699717,7805.615171,7700.468544,7680.610213,7779.777937,157444997,198085750,59.26629436,56.84120026,NaN,NaN,NaN,NaN,NaN,NaN,-7.367067537,49.85113809,57.21820563,70.79543147,63.97786194
13-05-2016,7881,7881,7784.2002,7814.8999,7826.700033,7826.700033,7826.700033,7806.499431,7704.956048,7683.269414,7780.127409,185061999,198913400,52.52317038,56.13980959,NaN,NaN,NaN,NaN,NaN,NaN,-9.876589328,44.87246897,54.74905829,43.53573841,56.23038086
16-05-2016,7831.2002,7873.8999,7772.1499,7860.75,7835.599933,7835.599933,7835.599933,7811.666152,7711.065614,7686.783881,7780.929624,211547996,198129949.9,55.45039522,55.28225582,NaN,NaN,NaN,NaN,NaN,NaN,-8.504852282,44.11799294,52.62284522,58.15397996,57.49504995
17-05-2016,7896.8501,7940.1001,7879.7002,7890.75,7903.516767,7903.516767,7903.516767,7819.197947,7718.112061,7690.822814,7782.022364,189140992,198074049.4,57.30526877,54.50394455,NaN,NaN,NaN,NaN,NaN,NaN,-5.764458186,45.41727249,51.18173068,67.71878454,56.46950097
18-05-2016,7846.75,7882.0498,7810.75,7870.1499,7854.316567,7854.316567,7854.316567,7824.050514,7724.074329,7694.373846,7782.899255,161168998,195550999.4,55.59356834,54.38014833,NaN,NaN,NaN,NaN,NaN,NaN,-5.52591416,44.27433798,49.80025214,73.27595033,66.38290495
19-05-2016,7875.5,7876.2002,7766.7998,7783.3999,7808.799967,7808.800053,7808.79988,7820.179027,7726.400822,7696.136738,7782.904236,175711994,192807749.3,48.96118037,53.77258217,NaN,NaN,NaN,NaN,NaN,NaN,-11.07692356,35.95409768,47.03102125,40.13363897,60.37612462
20-05-2016,7792.2002,7812.3999,7735.75,7749.7002,7765.950033,7765.950033,7765.950033,7813.466757,7727.314523,7697.197401,7782.573848,161888993,191452749,46.63369767,53.23476179,NaN,NaN,NaN,NaN,NaN,NaN,-16.55492705,26.33736244,42.89228949,27.25887297,46.88948742
23-05-2016,7813.9502,7820.6001,7722.2002,7731.0498,7757.950033,7757.950155,7757.949911,7805.617523,7727.461005,7697.867745,7782.061171,177348002,192781298.9,45.34886146,52.90190037,NaN,NaN,45.34886146,NaN,NaN,NaN,-20.70186265,17.01496118,37.71682382,20.13360076,29.1753709
24-05-2016,7738.0498,7761.5498,7715.7998,7748.8501,7742.066567,7742.066567,7742.066567,7800.211102,7728.299793,7698.877297,7781.730712,151538008,189925349,46.853885,52.86829162,NaN,NaN,NaN,NaN,NaN,NaN,-21.42373921,10.93714981,32.36088902,26.93409742,24.77552372
25-05-2016,7811.7998,7941.2002,7809.2998,7934.8999,7895.1333,7895.1333,7895.1333,7813.038607,7736.401758,7703.551012,7783.254784,181637005,188348499.6,59.42976028,53.58347105,NaN,NaN,NaN,NaN,NaN,NaN,-9.17489411,20.89227138,30.06716549,97.60308252,48.22359357
26-05-2016,7974.4502,8083,7948.5,8069.6499,8033.716633,8033.716633,8033.716633,7837.477777,7749.470312,7710.800494,7786.104487,272456008,186897050,65.75095802,54.76082586,NaN,NaN,NaN,NaN,NaN,NaN,7.308721403,39.20306725,31.89434584,96.36435383,73.63384459
27-05-2016,8081.9502,8164.2002,8077.0498,8156.6499,8132.6333,8132.6333,8132.6333,7867.875122,7765.438139,7719.629196,7789.791506,268964004,187783900.4,69.09864253,55.54736933,NaN,NaN,NaN,NaN,NaN,NaN,22.5185591,60.04254472,37.52398562,98.3161701,97.42786882
30-05-2016,8166.5,8200,8150.7998,8178.5,8176.433267,8176.433389,8176.433145,7897.458444,7781.636644,7728.715746,7793.659252,255086002,192997300.6,69.89454553,56.30157096,NaN,NaN,NaN,NaN,NaN,NaN,31.92365395,77.42855306,45.50489911,95.55968791,96.74673728
31-05-2016,8209.8496,8213.5996,8134.2998,8160.1001,8169.333167,8169.333167,8169.333167,7922.471935,7796.478348,7737.258011,7797.305429,485646008,207666050.6,68.29923533,57.17210452,NaN,NaN,NaN,NaN,NaN,NaN,34.55599639,88.6998946,54.14389821,89.25280806,94.37622202
01-06-2016,8179.2002,8215.3496,8171.0498,8179.9502,8188.7832,8188.7832,8188.7832,7946.993675,7811.51646,7746.024193,7801.11284,200371995,207387700.4,69.11814712,57.87580829,NaN,NaN,NaN,NaN,NaN,NaN,35.16758263,98.1033765,62.93579386,92.91373953,92.57541183
02-06-2016,8156.8999,8229.5,8154.75,8218.9502,8201.066733,8201.066733,8201.066733,7972.894296,7827.494253,7755.389064,7805.270426,187315995,207213849.8,70.71861022,59.17548256,NaN,NaN,NaN,NaN,NaN,NaN,35.62248551,107.4639008,71.84141524,97.94631188,93.37095315
03-06-2016,8246.2002,8262,8209.8496,8220.7998,8230.883133,8230.883133,8230.883133,7996.504344,7842.918,7764.605118,7809.405046,390652002,218313349.5,70.795911,60.27159083,NaN,NaN,NaN,NaN,NaN,NaN,33.50329295,113.7205314,80.21723848,92.45694161,94.43899767
06-06-2016,8228.75,8234.7002,8186.0498,8201.0498,8207.2666,8207.2666,8207.2666,8015.984864,7856.962385,7773.247587,7813.302009,176885006,218876750.2,68.71004509,61.08621771,NaN,NaN,NaN,NaN,NaN,NaN,28.42700202,115.750991,87.32398899,88.84105132,93.08143494
07-06-2016,8235.5498,8294.9502,8216.4004,8266.4502,8259.266933,8259.266933,8259.266933,8039.838705,7873.02073,7783.013976,7817.810946,249366004,222997200.1,71.68507673,62.23561117,NaN,NaN,NaN,NaN,NaN,NaN,27.1326754,121.2398332,94.10715784,95.07899848,92.1256638
08-06-2016,8285.5,8288.9004,8252.0498,8273.0498,8271.333333,8271.333333,8271.333333,8062.049286,7888.708145,7792.717655,7822.340686,179710001,220947100.5,71.97465074,63.87943048,NaN,NaN,NaN,NaN,71.97465074,NaN,24.46229092,124.6850215,100.2227306,96.21852976,93.37952652
09-06-2016,8273.3496,8273.3496,8184.6001,8203.5996,8220.516433,8220.516433,8220.516433,8075.530268,7901.056829,7800.853931,7826.134307,180292993,222089500.3,64.49917373,65.15553591,NaN,NaN,NaN,NaN,NaN,NaN,16.16033093,120.4231442,104.2628133,84.22679152,91.84143992
10-06-2016,8180.25,8265.5996,8162.8501,8170.0498,8199.499833,8199.499833,8199.499833,8084.532128,7911.605573,7808.164741,7829.556352,187757003,222224250.5,61.1927361,66.28724125,NaN,NaN,NaN,NaN,NaN,NaN,7.018057975,113.0353858,106.0173278,78.4338576,86.29305963
13-06-2016,8102.25,8125.25,8063.8999,8110.6001,8099.916667,8099.916667,8099.916667,8087.014792,7919.40928,7814.15356,7832.352807,174915994,220392650.4,55.73996474,66.92196123,NaN,NaN,NaN,NaN,NaN,NaN,-3.840520506,101.2166772,105.0571977,62.04057487,74.90040799
14-06-2016,8134.3999,8134.9502,8069.5,8108.8501,8104.433433,8104.433433,8104.433433,8089.094345,7926.838332,7819.989135,7835.104024,150042001,218437700.8,55.58295301,66.64718928,NaN,NaN,55.58295301,NaN,NaN,NaN,-11.51460803,90.66393763,102.1785457,46.28373717,62.25272321
15-06-2016,8139.3999,8213.2002,8123.1499,8206.5996,8180.983233,8180.983233,8180.983233,8100.285322,7937.809362,7827.644787,7838.800497,174954004,219126951.1,62.01866768,66.38059711,NaN,NaN,NaN,NaN,NaN,NaN,-10.41436021,89.1605954,99.57495561,61.76131345,56.69520849
16-06-2016,8180.6499,8180.6499,8074.4502,8140.75,8131.950033,8131.950033,8131.950033,8104.139101,7945.767818,7833.844891,7841.80497,195028992,220092801,56.11958073,65.45352127,NaN,NaN,NaN,NaN,NaN,NaN,-14.28898171,81.71372847,96.00271018,33.26119897,47.1020832
17-06-2016,8176.6499,8195.25,8135.7998,8170.2002,8167.083333,8167.083333,8167.083333,8110.430634,7954.569088,7840.505392,7845.072584,171842994,220590501.1,58.0417834,64.6068954,NaN,NaN,NaN,NaN,NaN,NaN,-14.9642628,77.29738168,92.26164448,46.00742782,47.00998008
20-06-2016,8115.75,8244.1504,8107.3501,8238.5,8196.666833,8196.666833,8196.666833,8122.627717,7965.703634,7848.386473,7848.987285,173750993,220410650.6,62.17959275,64.16977807,NaN,NaN,NaN,NaN,NaN,NaN,-11.08546264,78.40481618,89.49027882,75.56800402,51.61221027
21-06-2016,8255.4004,8257.25,8202.1504,8219.9004,8226.4336,8226.4336,8226.4336,8131.891782,7975.672135,7855.743185,7852.677963,141162004,219891850.4,60.43180818,63.54932529,NaN,NaN,NaN,NaN,NaN,NaN,-10.07603639,76.89523333,86.97126972,67.51798202,63.03113795
22-06-2016,8213.6504,8238.3496,8153.25,8203.7002,8198.433267,8198.433267,8198.433267,8138.730679,7984.614412,7862.633423,7856.170721,140267995,217823399.9,58.87940371,62.70366768,NaN,NaN,NaN,NaN,NaN,NaN,-10.74190447,73.54388913,84.2857936,60.50643518,67.86414041
23-06-2016,8201.1504,8285.5996,8188.2998,8270.4502,8248.116533,8248.116533,8248.116533,8151.275395,7995.823658,7870.709002,7860.292905,158853005,212143249.8,63.08700132,62.15303128,NaN,NaN,NaN,NaN,63.08700132,NaN,-7.104737739,75.40487143,82.50960917,89.39624835,72.47355518
24-06-2016,8029.1001,8100.7002,7927.0498,8088.6001,8038.783367,8038.783367,8038.783367,8145.306319,7999.46195,7875.023677,7862.564618,306803999,214035249.5,48.52071232,60.71093608,NaN,NaN,48.52071232,NaN,NaN,NaN,-16.8100629,61.49703054,78.30709344,43.91142277,64.6047021
27-06-2016,8039.3501,8120.6499,8039.3501,8094.7002,8084.900067,8084.900067,8084.900067,8140.486689,8003.196783,7879.373708,7864.874425,167462994,209654099.1,48.94654819,59.08675547,NaN,NaN,NaN,NaN,NaN,NaN,-22.33657811,50.3863708,72.72294891,46.33138649,59.87968587
28-06-2016,8096.0498,8146.3501,8086.8501,8127.8501,8120.3501,8120.3501,8120.3501,8139.283204,8008.085149,7884.294032,7867.491099,175724003,194157998.9,51.3039489,57.61027677,NaN,NaN,NaN,NaN,NaN,NaN,-23.17702252,43.75167077,66.92869329,56.00346172,48.74875699
29-06-2016,8173.1001,8212.4004,8157.6499,8204,8191.3501,8191.350222,8191.349978,8145.446709,8015.768084,7890.624843,7870.839446,151499997,191714399,56.29622966,57.02435219,NaN,NaN,NaN,NaN,NaN,NaN,-18.23928637,44.12958533,62.36887169,77.24176669,59.85887164
30-06-2016,8260.25,8308.1504,8242.0996,8287.75,8279.333333,8279.333333,8279.333333,8158.999403,8026.434042,7898.488708,7874.98781,288031998,196750199.1,61.02833476,57.01260924,NaN,NaN,NaN,NaN,NaN,NaN,-9.412151235,50.60368265,60.01583389,94.64697773,75.96406871
01-07-2016,8313.0498,8356.75,8308.6504,8328.3496,8331.25,8331.25,8331.25,8175.127993,8038.273867,7907.000805,7879.498872,170582000,185746699,63.11342762,57.53928516,NaN,NaN,NaN,NaN,NaN,NaN,-1.3422547,58.33801551,59.68027021,93.39064771,88.42646404
04-07-2016,8376.75,8398.4502,8364.7002,8370.7002,8377.9502,8377.9502,8377.9502,8193.753918,8051.310194,7916.182971,7884.386448,158955995,184850248.5,65.2047405,58.22655569,NaN,NaN,NaN,NaN,NaN,NaN,5.944786039,67.11125276,61.16646672,94.11328459,94.05030334
05-07-2016,8379.2998,8381.4502,8319.9502,8335.9502,8345.783533,8345.783533,8345.783533,8207.296421,8062.472547,7924.495193,7888.879619,143253996,179544648.1,62.09388752,58.23192854,NaN,NaN,NaN,NaN,NaN,NaN,7.425219674,70.44799131,63.02277164,86.74163195,91.41518808
07-07-2016,8342,8361.9502,8317.7002,8337.9004,8339.1836,8339.1836,8339.1836,8219.734895,8073.27364,7932.681435,7893.347488,160326992,178575497.6,62.20287287,58.66644941,NaN,NaN,NaN,NaN,NaN,NaN,7.51377514,72.41499056,64.90121542,87.15533546,89.33675067
08-07-2016,8350,8353.2998,8287.5498,8323.2002,8321.349933,8321.349933,8321.349933,8229.588734,8083.074681,7940.41448,7897.624629,142160003,176668848.1,60.78421244,58.8623372,NaN,NaN,60.78421244,NaN,NaN,NaN,5.645571068,71.95817926,66.31260819,84.03692487,85.9779641
11-07-2016,8413.3496,8475.25,8407.0498,8467.9004,8450.066733,8450.066733,8450.066733,8252.285083,8098.165886,7950.859746,7903.299015,154399998,175000997.9,68.4193894,59.30803696,NaN,NaN,NaN,NaN,NaN,NaN,12.80853611,82.32327833,69.51474222,98.6593219,89.95052741
12-07-2016,8502.5996,8526.5996,8479.2002,8521.0498,8508.949867,8508.949867,8508.949867,8277.881722,8114.749569,7962.150638,7909.445789,189339992,175722197.8,70.67763454,60.0398817,NaN,NaN,NaN,NaN,NaN,NaN,19.38481711,93.7457636,74.3609465,99.07433878,93.92352852
13-07-2016,8540.4502,8550.25,8493.5498,8519.5,8521.099933,8521.099933,8521.099933,8300.892987,8130.622135,7973.187259,7915.51598,201492005,178294698,70.51928368,60.8713017,NaN,NaN,NaN,NaN,NaN,NaN,21.71367932,101.5030456,79.78936632,95.06579106,97.59981725
14-07-2016,8515.75,8571.4004,8500.7002,8565,8545.7002,8545.7002,8545.7002,8326.046036,8147.656561,7984.906323,7921.978508,158738006,177483898.1,72.46945874,61.54147722,NaN,NaN,NaN,NaN,72.46945874,NaN,24.21137737,110.053588,85.84221067,99.00668984,97.71560656
15-07-2016,8565.4502,8594.7998,8510.0498,8541.4004,8548.75,8548.75,8548.75,8346.555975,8163.097496,7995.926008,7928.14191,228599005,179162398.7,69.88713475,63.06765026,NaN,NaN,NaN,NaN,NaN,NaN,22.21900732,113.6159698,91.3969625,90.3862762,94.8195857
18-07-2016,8564.0498,8587.0996,8494.3496,8508.7002,8530.0498,8530.0498,8530.0498,8361.998282,8176.650543,8006.079952,7933.918609,169399992,179040248.6,66.35868503,64.31137432,NaN,NaN,NaN,NaN,NaN,NaN,16.88537226,112.5036778,95.61830556,83.04958148,90.81418251
19-07-2016,8514.2998,8540.0498,8476.7002,8528.5498,8515.099933,8515.099933,8515.099933,8377.860332,8190.450514,8016.42589,7939.835337,173051003,179005249.1,67.43352423,65.46348684,NaN,NaN,NaN,NaN,NaN,NaN,13.05221528,111.9335747,98.88135938,84.84501541,86.09362436
20-07-2016,8515.4502,8569.9004,8512.5498,8565.8496,8549.433267,8549.433267,8549.433267,8395.764072,8205.172047,8027.305567,7946.064335,165348999,180214598.9,69.41127402,66.40027572,NaN,NaN,NaN,NaN,NaN,NaN,11.44435167,113.186799,101.7424473,91.79183907,86.56214532
21-07-2016,8582.7002,8585.25,8503.4502,8510.0996,8532.933267,8532.933267,8532.933267,8406.653169,8217.12999,8036.865845,7951.676626,154575995,180929998.9,63.23040423,66.5575664,NaN,NaN,63.23040423,NaN,NaN,NaN,5.351240853,108.4314984,103.0802575,72.43280716,83.02322055
22-07-2016,8519.6504,8548.9502,8489.7998,8541.2002,8526.650067,8526.650067,8526.650067,8419.467172,8229.838625,8046.852664,7957.542532,147620004,180368348.8,65.09757386,66.69929113,NaN,NaN,NaN,NaN,NaN,NaN,2.296680754,105.9511085,103.6544277,82.55505289,82.25989971
25-07-2016,8519.9502,8641.1504,8517.2002,8635.6504,8598.000333,8598.000333,8598.000333,8440.056051,8245.752813,8058.512025,7964.289874,154630996,172759698.7,70.06854798,67.04670595,NaN,NaN,NaN,NaN,70.06854798,NaN,5.344339339,110.3348519,104.9905125,98.44457278,84.47747761
26-07-2016,8633.75,8644.9004,8577.1504,8590.6504,8604.233733,8604.233733,8604.233733,8454.39837,8259.278208,8069.049419,7970.522317,159563006,172364699.3,65.29685528,67.27548936,NaN,NaN,NaN,NaN,NaN,NaN,3.145420265,108.9222879,105.7768676,84.81883058,88.60615208
27-07-2016,8599.4004,8665,8572.0498,8615.7998,8617.616533,8617.616533,8617.616533,8469.769935,8273.259447,8079.876159,7976.942989,189796008,173068299.5,66.66323861,67.59408691,NaN,NaN,NaN,NaN,NaN,NaN,2.242920705,108.5805185,106.3375978,86.96511487,90.07617274
28-07-2016,8636.9502,8674.7002,8625.25,8666.2998,8655.416667,8655.416667,8655.416667,8488.487065,8288.672794,8091.488508,7983.802261,240722002,177529399.8,69.27894105,68.20085324,NaN,NaN,NaN,NaN,NaN,NaN,3.813006297,111.1038556,107.2908493,96.86142819,89.54845788
29-07-2016,8668.2998,8670.3496,8631.1504,8638.5,8646.666667,8646.666667,8646.666667,8502.774011,8302.391508,8102.320419,7990.316666,161935000,171224549.9,66.19961706,68.04229808,NaN,NaN,NaN,NaN,NaN,NaN,1.844952954,109.5970405,107.7520876,81.71707071,88.51453792
01-08-2016,8654.2998,8711.2998,8590.5,8636.5498,8646.116533,8646.116533,8646.116533,8515.514562,8315.495755,8112.899219,7996.746846,194187002,172404800,65.97806496,67.70661453,NaN,NaN,NaN,NaN,NaN,NaN,-0.592112659,107.0119468,107.6040594,68.13720057,82.23856649
02-08-2016,8647.4502,8687.2002,8611.4004,8622.9004,8640.500333,8640.500333,8640.500333,8525.741785,8327.550839,8122.998252,8002.97723,174557004,173184850.4,64.35468687,67.26628619,NaN,NaN,NaN,NaN,NaN,NaN,-3.940657138,102.678238,106.6188951,62.31903209,70.72443446
03-08-2016,8635.2002,8635.4502,8529.5996,8544.8496,8569.966467,8569.966467,8569.966467,8527.561577,8336.072359,8131.351744,8008.368995,168032993,174423800.3,55.8867529,66.0818072,NaN,NaN,NaN,NaN,NaN,NaN,-11.78592802,91.88648512,103.6724131,29.04923964,53.16849077
04-08-2016,8599.9502,8601.4004,8518.1504,8551.0996,8556.883467,8556.883467,8556.883467,8529.803293,8344.5048,8139.663583,8013.769299,169780003,174896450.8,56.38169389,65.11713285,NaN,NaN,NaN,NaN,NaN,NaN,-16.6316552,82.88284414,99.51449934,31.7133533,41.02720834
05-08-2016,8600.2002,8689.4004,8590.1504,8683.1504,8654.233733,8654.233733,8654.233733,8544.40778,8357.78502,8150.425698,8020.429808,162785001,175927700.7,65.25234659,65.03810868,NaN,NaN,NaN,NaN,NaN,NaN,-11.2770854,85.41814259,96.69522799,88.00108781,49.58789359
08-08-2016,8712.8496,8723.5,8697.5996,8711.3496,8710.8164,8710.8164,8710.8164,8560.307001,8371.650297,8161.533102,8027.304632,177876992,177101550.4,66.80488172,64.99320564,NaN,NaN,NaN,NaN,66.80488172,NaN,-6.411726206,88.68057023,95.09229643,94.80086025,71.50510045
09-08-2016,8727.7998,8728.3496,8638.2002,8678.25,8681.599933,8681.599933,8681.599933,8571.539667,8383.673815,8171.76512,8033.7817,206260994,177947600.5,63.23351911,64.55193744,NaN,NaN,NaN,NaN,NaN,NaN,-6.005377499,87.58557456,93.59095206,78.99826367,87.26673724
10-08-2016,8686.7002,8690.0996,8564.5996,8575.2998,8609.999667,8609.999667,8609.999667,8571.897775,8391.18856,8179.755905,8039.16994,178963005,176821150.5,53.63014492,63.86620463,NaN,NaN,53.63014492,NaN,NaN,NaN,-12.85916629,77.5169942,90.37616049,35.8415727,69.88023221
11-08-2016,8572.7998,8601.1504,8540.0498,8592.1504,8577.783533,8577.783533,8577.783533,8573.826597,8399.069416,8187.922133,8044.672233,195115008,178640000.6,54.83910483,63.13345684,NaN,NaN,NaN,NaN,NaN,NaN,-16.22946585,70.08932817,86.31879402,35.49628841,50.1120416
12-08-2016,8605.4502,8684.2998,8604.4502,8672.1504,8653.633467,8653.633467,8653.633467,8583.190768,8409.778474,8197.510812,8050.915797,272014000,180810750.4,60.15103662,62.42506317,NaN,NaN,NaN,NaN,NaN,NaN,-13.17266777,69.85295931,83.02562708,73.26383735,48.20056615
16-08-2016,8670.25,8682.3496,8600.4502,8642.5498,8641.7832,8641.7832,8641.7832,8588.844009,8418.906762,8206.323465,8056.802702,231770997,183929300.6,57.45803906,61.86514773,NaN,NaN,NaN,NaN,NaN,NaN,-13.21216288,66.51042348,79.72258636,59.18167148,55.98059908
17-08-2016,8639.7998,8667.0996,8603.5996,8624.0498,8631.583,8631.583,8631.583,8592.196942,8426.951587,8214.595273,8062.446952,179541000,184253800.5,55.77727771,61.08757909,NaN,NaN,NaN,NaN,NaN,NaN,-14.45175662,61.65789059,76.10964721,50.38049622,60.94200168
18-08-2016,8648.8496,8690.7002,8645.0498,8673.25,8669.666667,8669.666667,8669.666667,8599.916281,8436.610348,8223.677545,8068.524594,169432007,184457950.9,59.1958111,60.36735552,NaN,NaN,NaN,NaN,NaN,NaN,-12.0251603,61.07819683,73.10335713,73.78696018,61.11637596
19-08-2016,8694.2998,8696.5996,8647.0996,8666.9004,8670.199867,8670.199867,8670.199867,8606.295721,8445.64133,8232.454235,8074.478582,197771002,186617701.2,58.56658255,59.82213877,NaN,NaN,NaN,NaN,NaN,NaN,-10.94552395,59.42145219,70.36697614,70.76620653,64.97788764
22-08-2016,8667,8684.8496,8614,8629.1504,8642.666667,8642.666667,8642.666667,8608.472357,8452.837764,8240.309605,8079.997705,156977005,187085551.3,54.83469824,59.02618401,NaN,NaN,NaN,NaN,NaN,NaN,-12.74568546,54.43486932,67.18055478,52.8070516,65.78673944
23-08-2016,8628.3496,8642.1504,8580,8632.5996,8618.25,8618.25,8618.25,8610.77019,8459.887248,8248.077724,8085.496231,193303003,189019151.6,55.11611814,58.36628624,NaN,NaN,NaN,NaN,NaN,NaN,-13.59819433,50.18281187,63.7810062,54.44797126,59.3404098
24-08-2016,8648.5,8661.0498,8620.9004,8650.2998,8644.083333,8644.083333,8644.083333,8614.534914,8467.354407,8256.042517,8091.116167,154168001,188749401.4,56.61022535,58.41796284,NaN,NaN,NaN,NaN,NaN,NaN,-12.8715844,47.6915257,60.5631101,62.86865031,56.70789105
25-08-2016,8668.8496,8683.0498,8583.6504,8592.2002,8619.633467,8619.633467,8619.633467,8612.407799,8472.25032,8262.699105,8096.102078,219735998,190246400.9,50.65015013,58.00856686,NaN,NaN,NaN,NaN,NaN,NaN,-16.0013327,40.56144422,56.56277692,27.69540913,48.33734357
26-08-2016,8614.3496,8622.9502,8547.5498,8572.5498,8581.0166,8581.0166,8581.0166,8608.611799,8476.183633,8268.834762,8100.842851,152147001,185817650.8,48.779564,56.83193953,NaN,NaN,48.779564,NaN,NaN,NaN,-18.89389667,32.94540609,51.83930276,17.25971031,35.94125658
29-08-2016,8583.75,8622,8543.75,8607.4502,8591.066733,8591.066733,8591.066733,8608.50117,8481.331342,8275.540019,8105.883721,133723996,184407100.6,52.15897592,55.78580341,NaN,NaN,NaN,NaN,NaN,NaN,-17.96179747,29.38705591,47.34885339,35.79419628,26.91643857
30-08-2016,8646.75,8750.5996,8642.25,8744.3496,8712.399733,8712.399733,8712.399733,8621.439116,8491.645783,8284.823377,8112.236615,154828997,182439200.4,62.58651541,55.73958886,NaN,NaN,NaN,NaN,NaN,NaN,-8.131059224,37.18502936,45.31608858,97.03158113,50.02849591
31-08-2016,8754.0498,8819.2002,8754.0498,8786.2002,8786.4834,8786.4834,8786.4834,8637.130648,8503.196937,8294.751631,8118.94272,373421998,192382450.1,65.09145873,56.55825413,NaN,NaN,NaN,NaN,NaN,NaN,0.71457001,46.20930109,45.49473108,88.17841565,73.66806435
