time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Plot,Plot,Plot,Plot,Trailing Stop,Buy,Sell,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,%K,%D
2024-10-15T11:41:00+05:30,25048.75,25050.85,25040.55,25041.15,25115.76368,25173.32077,25058.20658,25053.86053,25061.48325,25073.1427,25089.14076,25055.03392,0,0,550251,434627,37.27935768,42.67381332,NaN,NaN,37.27935768,NaN,NaN,NaN,-0.253904217,-4.420129461,-4.166225244,2.941176471,29.65764083
2024-10-15T11:42:00+05:30,25041.25,25044,25037.6,25043.65,25115.42981,25173.07072,25057.7889,25052.8881,25060.78391,25072.55869,25088.68812,25055.03392,0,0,469344,440880.4,39.86512152,42.94900238,NaN,NaN,NaN,NaN,NaN,NaN,-0.425598468,-4.698223329,-4.272624861,25.91006424,18.92924955
2024-10-15T11:43:00+05:30,25043.95,25047.1,25040.8,25046.35,25115.08985,25172.79953,25057.38018,25052.26543,25060.21788,25072.0397,25088.26684,25055.03392,0,0,502865,447576.45,42.61664204,43.23537963,NaN,NaN,NaN,NaN,NaN,NaN,-0.299642125,-4.647177518,-4.347535393,37.4732334,22.10815804
2024-10-15T11:44:00+05:30,25046.5,25056.5,25045.7,25056.5,25114.90361,25172.62692,25057.18029,25052.66872,25060.07208,25071.73198,25087.95076,25042.18475,1,0,314050,433783.85,51.58500493,44.16462471,NaN,NaN,NaN,NaN,NaN,NaN,0.482397543,-3.744538463,-4.226936007,80.94218415,48.10849393
2024-10-15T11:45:00+05:30,25056.35,25056.35,25046.35,25047.85,25114.6958,25172.44257,25056.94904,25052.20979,25059.59278,25071.25907,25087.55174,25042.18475,0,0,337781,427505.85,45.11397958,44.23853245,NaN,NaN,NaN,NaN,NaN,NaN,0.433790157,-3.68469831,-4.118488467,43.89721627,54.10421128
2024-10-15T11:46:00+05:30,25048.45,25050.45,25044.65,25048.25,25114.3972,25172.18732,25056.60708,25051.83267,25059.14796,25070.80345,25087.16068,25042.18475,0,0,471578,431688.05,45.45472913,44.2090506,NaN,NaN,NaN,NaN,NaN,NaN,0.443658531,-3.563915303,-4.007573835,45.61027837,56.8165596
2024-10-15T11:47:00+05:30,25048.8,25056.05,25047.7,25053.25,25114.19283,25171.99718,25056.38847,25051.96765,25058.91667,25070.45586,25086.82326,25042.18475,0,0,349125,431835.2,49.66167576,44.68857402,NaN,NaN,NaN,NaN,NaN,NaN,0.782211128,-3.029809924,-3.812021052,67.0235546,52.17701642
2024-10-15T11:48:00+05:30,25054.75,25054.75,25049.3,25051.45,25113.9364,25171.75965,25056.11315,25051.91835,25058.62386,25070.0795,25086.47129,25042.18475,0,0,437775,434329.3,48.21981725,44.65033041,NaN,NaN,NaN,NaN,NaN,NaN,0.873286211,-2.720413289,-3.5936995,59.31477516,57.31620271
2024-10-15T11:49:00+05:30,25051,25061.95,25050.45,25060.15,25113.72882,25171.5466,25055.91105,25052.70232,25058.68371,25069.88288,25086.20939,25045.08293,0,0,393129,431489.05,55.01770942,45.16408425,NaN,NaN,NaN,NaN,NaN,NaN,1.47256795,-1.752989563,-3.225557512,92.60780287,72.98204421
2024-10-15T11:50:00+05:30,25060.25,25062.2,25057.95,25059.7,25113.53632,25171.33982,25055.73282,25053.36877,25058.72356,25069.68124,25085.94561,25045.13809,0,0,383866,432862.6,54.61829223,46.02164602,NaN,NaN,NaN,NaN,NaN,NaN,1.771680532,-1.010956848,-2.782637379,89.83739837,80.5866588
2024-10-15T11:51:00+05:30,25059.55,25061.2,25055.7,25060.7,25113.37672,25171.17012,25055.58331,25054.06698,25058.80107,25069.50339,25085.69441,25046.41208,0,0,315917,433007.85,55.39328326,47.11420662,NaN,NaN,NaN,NaN,NaN,NaN,1.95547052,-0.33829923,-2.293769749,93.90243902,92.11588009
2024-10-15T11:52:00+05:30,25060.3,25067.7,25059.85,25067.5,25113.23077,25170.99783,25055.4637,25055.34631,25059.14221,25069.46372,25085.51337,25053.10346,0,0,325577,427603.05,60.3516085,48.22775235,NaN,NaN,NaN,NaN,NaN,NaN,2.423029503,0.735017129,-1.688012374,99.33554817,94.35846186
